College,Course,Category,Allotted_Rank_2023,Allotted_Rank_2024
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE, CHANDKHEDA,GANDHINAGAR","COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE) -
TFW",TFWS,1089,1396
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",ELECTRICAL ENGINEERING,ESM,26526,26311
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",ELECTRICAL ENGINEERING,OPEN,15807,21168
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",ELECTRICAL ENGINEERING,OPEN-EWS,21631,38223
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",ELECTRICAL ENGINEERING,SC,27898,27757
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",ELECTRICAL ENGINEERING,SEBC,22987,21168
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",ELECTRICAL ENGINEERING,ST,30290,38223
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",ELECTRICAL ENGINEERING - TFWS,TFWS,9505,8895
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",ESM,9704,14568.5
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,7382,8215
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",OPEN-EWS,8263,17611
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",SC,19389,17611
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",SEBC,12817,8215
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",ST,911595,17611
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE, CHANDKHEDA,GANDHINAGAR",ELECTRONICS & COMMUNICATION ENGG. - TFWS,TFWS,5102,3516
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE, CHANDKHEDA,GANDHINAGAR",ELECTRONICS & INSTRUMENTATION ENGINEERING,OPEN,30354,20249
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE, CHANDKHEDA,GANDHINAGAR",ELECTRONICS & INSTRUMENTATION ENGINEERING,SC,903261,37017
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",INFORMATION TECHNOLOGY,ESM,8686,11510
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",INFORMATION TECHNOLOGY,OPEN,1517,2567
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",INFORMATION TECHNOLOGY,OPEN - PH,27984,2567
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",INFORMATION TECHNOLOGY,OPEN-EWS,1576,6250
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",INFORMATION TECHNOLOGY,SC,4702,6250
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",INFORMATION TECHNOLOGY,SEBC,2373,2567
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",INFORMATION TECHNOLOGY,ST,20620,27606
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY -
TFWS",TFWS,1256,1252
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGG.",OPEN,30303,24371
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGG.",OPEN-EWS,917889,37353
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",MECHANICAL ENGINEERING,ESM,23856,13249
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",MECHANICAL ENGINEERING,OPEN,13766,18646
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",MECHANICAL ENGINEERING,OPEN-EWS,15586,30278
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",MECHANICAL ENGINEERING,SC,29237,30278
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",MECHANICAL ENGINEERING,SEBC,18402,18646
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",MECHANICAL ENGINEERING,ST,911507,36721
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",MECHANICAL ENGINEERING - TFWS,TFWS,9026,7194
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",POWER ELECTRONICS,OPEN,27792,32238
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY (HONS) IN
CIVIL ENGINEERING (BCE)",OPEN,14549,27806
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY (HONS) IN
CIVIL ENGINEERING (BCE)",OPEN-EWS,15175,28794
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY (HONS) IN
CIVIL ENGINEERING (BCE)",SC,24575,28794
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY (HONS) IN
CIVIL ENGINEERING (BCE)",SEBC,17157,27806
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY (HONS) IN
CIVIL ENGINEERING (BCE) - TFW",TFWS,25528,28794
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN,11269,26399
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN-EWS,12040,26399
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",SC,20121,26399
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",SEBC,24484,16220
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE - TFWS",TFWS,3615,4664
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",AUTOMOBILE ENGINEERING,OPEN,29356,35898
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",CIVIL ENGINEERING,OPEN,30259,36919
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER ENGINEERING,OPEN,4164,7326
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER ENGINEERING,OPEN-EWS,4613,17178
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER ENGINEERING,SC,11615,17178
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER ENGINEERING,SEBC,7436,7326
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER ENGINEERING,ST,25402,17178
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER ENGINEERING - TFWS,TFWS,2416,2625
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER SCIENCE & DESIGN,ESM,22889,10740
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER SCIENCE & DESIGN,OPEN,10303,25025
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER SCIENCE & DESIGN,OPEN-EWS,11180,25025
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER SCIENCE & DESIGN,SC,19538,25025
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",COMPUTER SCIENCE & DESIGN,SEBC,30297,18737
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER SCIENCE & DESIGN -
TFW",TFWS,3650,5096
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",DAIRY TECHNOLOGY,OPEN,30419,37901
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",ELECTRICAL ENGINEERING,OPEN,27676,36697
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,22034,25777
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ELECTRONICS & COMMUNICATION
ENGG.",SEBC,25192,25777
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING &
TECHNOLOGY",OPEN,13330,27360
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING &
TECHNOLOGY",OPEN-EWS,14325,27360
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING &
TECHNOLOGY",SC,30472,27360
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING &
TECHNOLOGY",SEBC,28393,23871
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING &
TECHNOLOGY",ST,20844,37547
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING &
TECHNOLOGY - TFWS",TFWS,4560,7907
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",INFORMATION TECHNOLOGY,ESM,13015,37207
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",INFORMATION TECHNOLOGY,OPEN,5902,10691
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",INFORMATION TECHNOLOGY,OPEN-EWS,6210,23821
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",INFORMATION TECHNOLOGY,SC,16352,23821
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",INFORMATION TECHNOLOGY,SEBC,10517,10691
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","INFORMATION TECHNOLOGY -
TFWS",TFWS,3705,4012
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",MECHANICAL ENGINEERING,OPEN,30291,38851
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",ESM,7981,11701
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",OPEN,3951,11553
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",OPEN-EWS,4429,11553
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",SC,10701,11553
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",SEBC,9320,8633
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",ST,26598,29196
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING) - TFWS",TFWS,1961,2109
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,ESM,23866,12061
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,4213,17813
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN-EWS,4533,17813
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,SC,14781,17813
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,9925,10143
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,ST,18736,37628
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","INFORMATION &
COMMUNICATION TECHNOLOGY - TFWS",TFWS,1780,2543
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIO-TECHNOLOGY,OPEN,12603,35378
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIO-TECHNOLOGY,OPEN-EWS,24164,36334
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIO-TECHNOLOGY,SC,26864,36334
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIO-TECHNOLOGY,SEBC,29300,35378
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIO-TECHNOLOGY,ST,23008,32571
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIO-TECHNOLOGY - TFWS,TFWS,7987,32571
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD",CHEMICAL ENGINEERING,OPEN,30479,38948
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",CIVIL ENGINEERING,OPEN,30164,38748
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",COMPUTER ENGINEERING,OPEN,30522,38894
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",COMPUTER SCIENCE & ENGG,OPEN,18781,32232
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD",COMPUTER SCIENCE & ENGG,OPEN-EWS,19373,32232
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",COMPUTER SCIENCE & ENGG,SC,29337,32232
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD",COMPUTER SCIENCE & ENGG,SEBC,29364,37994
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",COMPUTER SCIENCE & ENGG - TFWS,TFWS,5798,10002
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",ELECTRICAL ENGINEERING,OPEN,27536,36867
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",INFORMATION TECHNOLOGY,OPEN,30529,38703
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",MECHANICAL ENGINEERING,OPEN,26913,38242
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",OPEN,6316,18867
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",OPEN-EWS,8966,21236
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",SC,19236,21236
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",SEBC,24522,18867
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",AUTOMOBILE ENGINEERING,OPEN,30490,36589
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",CIVIL ENGINEERING,OPEN,28016,38057
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,ESM,23546,16186
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,OPEN,5390,20124
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,OPEN-EWS,7952,24675
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,SC,16809,24675
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,SEBC,16845,20124
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,ST,30388,24675
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",ESM,6781,9462
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",OPEN,4268,10833
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",OPEN-EWS,5643,10833
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",SC,7717,10833
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",SEBC,10206,19226
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",ST,30051,19226
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",ELECTRICAL ENGINEERING,OPEN,30332,38767
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,18914,34552
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",SEBC,24704,34552
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,ESM,17080,22204
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,OPEN,9806,26377
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,OPEN-EWS,11464,29598
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,SC,21738,29598
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,22379,26377
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,ST,29603,34577
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",MECHANICAL ENGINEERING,OPEN,30029,38943
"ANANT SCHOOL FOR CLIMATE ACTION, AHMEDABAD",CLIMATE CHANGE,OPEN,16377,31998
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN,13323,32889
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN-EWS,16391,32889
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",SC,23248,32889
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",SEBC,26358,37951
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD",COMPUTER ENGINEERING,OPEN,28384,38082
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD",COMPUTER ENGINEERING,OPEN-EWS,29209,30989
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD",COMPUTER ENGINEERING,SEBC,30414,38082
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD",INFORMATION TECHNOLOGY,OPEN,30495,38861
"APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY
AHMEDABAD",MECHANICAL ENGINEERING,OPEN,24766,37944
"ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH.
BARDOLI",COMPUTER ENGINEERING,OPEN,30048,38291
"ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH.
BARDOLI",COMPUTER ENGINEERING,OPEN-EWS,30539,38291
"ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH.
BARDOLI","COMPUTER ENGINEERING
(SOFTWARE ENGINEERING)",OPEN,29158,38849
"ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH.
BARDOLI",COMPUTER SCIENCE & ENGG,OPEN,30194,38804
"ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH.
BARDOLI","COMPUTER SCIENCE & ENGG -
TFWS",TFWS,10902,11396
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,"COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",OPEN,30154,34603
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,"COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING) - TFWS",TFWS,11366,5610
"ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH.
BARDOLI","COMPUTER SCIENCE & ENGINEERING
(CLOUD COMPUTING)",OPEN,26275,38831
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,"COMPUTER SCIENCE & ENGINEERING (CLOUD
COMPUTING) - TFW",TFWS,14279,38831
"ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH.
BARDOLI",INFORMATION TECHNOLOGY,OPEN,29802,38962
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",COMPUTER ENGINEERING,OPEN,29967,37996
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",COMPUTER ENGINEERING - TFWS,TFWS,7499,8811
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGG,OPEN,19983,37392
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGG,OPEN-EWS,25244,37392
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGG,SEBC,29737,35592
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",ELECTRICAL ENGINEERING,OPEN,20890,32130
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",INFORMATION TECHNOLOGY,OPEN,29801,37039
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT","INFORMATION TECHNOLOGY -
TFWS",TFWS,8581,10852
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND
TECHNOLOGY, RAJKOT",MECHANICAL ENGINEERING,OPEN,25252,27522
"B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY , RAJKOT",COMPUTER ENGINEERING,OPEN,29861,38737
"B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY , RAJKOT",INFORMATION TECHNOLOGY,OPEN,29627,35711
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",AERONAUTICAL ENGINEERING,OPEN,29059,36264
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",CHEMICAL ENGINEERING,OPEN,27592,38488
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",COMPUTER ENGINEERING,OPEN,30109,37914
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",INFORMATION TECHNOLOGY,OPEN,30088,38298
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",NANO TECHNOLOGY,OPEN,29789,37260
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",PHARMACEUTICAL ENGINEERING,OPEN,29250,22604
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",PHARMACEUTICAL ENGINEERING,OPEN-EWS,29708,22604
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",ROBOTICS AND AUTOMATION,OPEN,27013,35076
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",AUTOMOBILE ENGINEERING,OPEN,22263,30758
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",CIVIL ENGINEERING,OPEN,29113,31915
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",COMPUTER ENGINEERING,OPEN,30491,38788
